Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (evaluations),Tuition fees up to date,Curricular units 1st sem (evaluations),Admission grade,Course,Age at enrollment,Previous qualification (grade),Father's occupation,Application mode,Mother's occupation,Curricular units 2nd sem (enrolled),GDP,Curricular units 1st sem (enrolled),Mother's qualification,Father's qualification,Scholarship holder,Target_binary
5,10.4,3,10.666666666666666,8,1,10,130.4,9991,30,133.1,9,39,9,5,-1.7,5,37,37,0,0
7,14.314285714285717,7,14.314285714285717,8,1,8,133.0,9500,18,160.0,7,1,7,8,-1.7,8,37,37,1,0
5,13.714285714285714,5,15.8,8,1,6,114.7,9119,20,122.0,9,17,9,5,2.02,5,19,19,0,0
0,0.0,4,12.25,5,1,6,148.5,8014,34,133.1,9,39,9,5,2.02,6,37,38,0,1
6,12.875,6,13.285714285714286,13,1,8,126.9,9085,24,130.0,9,1,9,6,2.02,6,19,38,0,0
5,12.8,6,12.666666666666666,8,1,9,150.0,9003,21,150.0,8,44,4,6,0.79,6,37,38,1,0
6,14.285714285714286,6,15.166666666666666,7,1,6,144.2,9773,18,148.0,6,17,2,6,1.79,6,3,38,0,0
2,10.0,4,12.333333333333334,14,1,13,130.2,9991,39,140.0,6,39,9,5,-0.92,5,37,37,1,0
5,12.0,4,11.0,8,1,8,135.0,9147,21,143.0,9,1,9,5,0.32,5,1,37,0,0
0,0.0,4,10.75,12,1,9,126.1,9254,20,132.0,5,17,0,6,0.32,6,38,38,0,1
5,14.166666666666666,5,12.4,12,0,9,131.8,9130,18,143.0,2,17,2,6,3.51,6,3,3,0,0
3,10.333333333333334,3,10.333333333333334,12,1,13,121.0,9238,19,135.0,7,1,5,6,0.32,6,38,38,0,0
6,13.166666666666666,6,14.285714285714286,6,1,7,116.5,9773,19,127.0,9,1,9,6,2.02,6,19,37,1,0
4,12.5,3,12.666666666666666,5,1,7,127.2,9670,18,131.0,6,1,9,5,-3.12,5,37,37,1,0
6,11.0,6,12.166666666666666,9,1,9,110.7,9238,19,111.0,9,17,9,6,3.51,6,19,38,0,0
5,12.8,4,11.5,5,1,9,118.8,9147,18,131.0,9,1,9,5,1.79,5,1,1,1,0
3,11.333333333333334,6,11.333333333333334,12,1,11,110.0,9130,24,130.0,144,39,191,6,-0.92,6,19,1,0,0
3,13.333333333333334,2,10.5,11,1,8,131.8,9147,19,130.0,9,1,9,5,0.32,5,19,37,1,0
5,14.833333333333334,5,12.0,6,1,5,152.4,9991,26,140.0,7,39,9,5,1.74,5,19,19,0,0
6,15.2,6,15.2,7,1,7,138.0,9500,18,151.0,9,1,9,7,0.32,7,37,37,0,0
4,12.25,4,10.75,6,1,5,117.0,9147,19,117.0,9,1,8,5,1.79,5,1,38,0,0
5,11.2,6,11.333333333333334,6,1,10,117.4,9147,21,117.4,9,44,4,5,2.02,7,19,1,0,0
3,12.833333333333334,5,12.6,9,1,5,111.6,9147,21,120.0,99,1,99,5,1.74,5,34,34,1,0
10,14.2,10,14.3,10,1,11,130.0,9991,41,130.0,9,43,9,10,-1.7,10,37,37,0,0
6,12.166666666666666,6,12.5,6,1,6,111.7,9254,19,118.0,9,1,9,6,1.79,6,1,19,0,0
6,14.125,6,12.666666666666666,8,1,6,138.1,9070,18,157.0,6,5,9,6,1.74,6,3,1,0,0
6,13.0,6,12.5,7,1,6,126.0,9773,19,133.1,7,17,7,6,-4.06,6,19,37,1,0
6,11.783333333333331,6,12.183333333333332,9,1,9,115.6,9500,18,125.0,8,1,3,7,-0.92,7,1,1,0,0
5,14.857142857142858,4,13.75,8,1,6,161.9,9085,18,151.0,90,1,1,5,0.32,5,3,3,0,0
6,14.166666666666666,6,14.333333333333334,6,1,6,120.9,9773,18,130.0,5,1,4,6,3.51,6,1,37,0,0
6,13.0,6,12.285714285714286,6,1,8,140.0,9670,25,133.1,9,39,4,6,-4.06,6,1,19,1,0
5,13.0,6,12.666666666666666,7,1,7,118.9,9853,20,122.0,9,17,9,6,0.32,6,38,37,0,0
6,12.142857142857142,6,12.166666666666666,7,1,6,119.0,9773,18,126.0,7,1,7,6,-4.06,6,37,38,1,0
5,14.5,6,15.428571428571429,7,0,8,120.0,9085,26,130.0,9,39,2,6,2.02,6,4,1,0,0
7,12.192307692307692,7,12.192307692307692,22,1,22,120.8,9500,19,136.0,4,1,5,14,0.32,14,37,1,0,0
0,0.0,5,11.0,12,0,10,120.7,9254,22,127.0,6,1,4,6,1.74,6,19,19,0,1
3,11.25,4,11.0,7,1,7,130.0,9254,18,130.0,5,17,5,6,-0.92,6,19,1,0,1
4,10.75,5,11.2,10,1,8,120.1,9147,19,125.0,7,1,7,5,-0.92,5,1,38,0,1
0,0.0,0,0.0,7,0,7,121.7,9991,31,133.1,3,39,5,5,-0.92,5,19,39,0,1
6,11.333333333333334,4,11.25,6,1,10,117.5,9773,39,133.1,1,39,9,6,1.74,6,37,37,0,0
0,0.0,0,0.0,5,0,5,130.6,9670,23,133.1,2,17,7,5,0.32,5,34,3,0,1
0,0.0,1,11.0,10,1,9,133.4,9147,18,139.0,5,17,7,5,-3.12,5,38,38,0,0
7,12.401428571428571,7,12.401428571428571,8,1,8,135.8,9500,24,122.0,8,39,4,8,1.74,8,19,1,0,0
6,15.166666666666666,6,14.5,6,1,7,165.8,9070,18,170.0,2,1,2,6,-3.12,6,3,3,0,0
0,0.0,0,0.0,8,0,10,107.8,9003,27,160.0,5,42,9,6,-4.06,6,19,1,0,1
6,14.166666666666666,6,12.285714285714286,7,1,8,162.0,9773,49,133.1,6,39,6,6,1.74,6,37,37,1,0
4,11.25,5,12.0,9,1,10,100.0,8014,20,96.0,9,1,3,6,-3.12,6,3,1,0,0
6,13.983333333333334,6,13.983333333333334,7,1,7,135.8,9500,18,146.0,8,17,5,7,0.32,7,19,37,0,0
0,0.0,0,0.0,10,1,8,120.0,9773,27,133.1,3,42,4,5,-3.12,4,19,6,0,1
1,11.0,3,10.333333333333334,14,0,12,129.2,9853,20,125.0,9,1,9,6,1.74,6,34,37,0,1
0,0.0,1,10.0,5,1,5,123.0,9147,33,133.1,3,42,7,5,0.32,5,37,38,0,1
6,11.666666666666666,6,11.666666666666666,8,1,9,116.0,9238,18,123.0,144,17,191,6,3.51,6,19,19,1,0
5,11.6,5,11.8,10,1,8,126.3,9147,18,134.0,8,17,9,5,-0.92,5,37,19,1,0
0,0.0,0,0.0,6,1,9,120.0,9003,58,133.1,10,39,9,6,0.79,6,37,19,0,1
1,10.0,2,12.0,14,1,13,119.1,9773,22,125.0,1,1,2,6,-3.12,6,3,2,0,1
3,11.666666666666666,3,12.0,17,1,18,150.0,9003,20,150.0,9,44,4,6,-4.06,6,1,38,1,0
2,10.0,3,10.333333333333334,11,1,8,129.8,9147,22,127.0,5,1,5,5,0.32,5,19,19,0,1
6,13.571428571428571,6,12.125,7,1,9,110.0,9670,20,110.0,4,44,9,6,2.02,6,37,1,1,0
1,10.0,6,11.666666666666666,10,1,14,118.0,9853,27,133.1,8,39,9,7,1.79,7,37,37,0,1
4,11.25,6,10.25,14,0,18,150.0,9556,50,120.0,4,39,9,7,-1.7,7,37,37,0,1
3,14.0,1,13.0,7,1,12,130.0,9130,33,130.0,1,43,1,5,-3.12,5,1,1,0,0
6,14.0,6,14.166666666666666,6,1,6,111.9,9670,19,121.0,1,18,4,6,0.79,6,37,38,0,0
8,13.9125,7,13.62857142857143,8,1,7,126.0,9500,32,130.0,6,39,4,8,0.79,7,1,1,0,0
3,11.666666666666666,5,12.6,9,1,9,110.4,9853,21,116.0,8,5,3,6,-3.12,6,3,38,0,0
5,14.428571428571429,6,15.692307692307692,13,1,13,125.4,9085,20,131.0,174,17,191,6,-4.06,6,38,38,0,0
8,13.39125,8,13.39125,8,1,8,132.5,9500,18,141.0,7,1,7,8,-3.12,8,38,38,1,0
0,0.0,0,0.0,6,1,6,120.0,9003,25,130.0,9,39,9,6,2.02,6,19,19,0,1
3,11.0,5,12.4,8,1,5,123.8,9147,19,121.0,9,17,7,5,-1.7,5,19,38,1,0
6,14.142857142857142,6,14.625,9,1,8,126.6,9670,18,122.0,7,1,5,6,2.02,6,12,12,0,0
5,12.2,4,12.25,5,1,6,116.1,9670,18,122.0,9,1,9,5,-3.12,5,1,1,1,1
4,14.75,4,14.25,7,1,7,148.8,9147,25,150.0,3,39,7,5,-1.7,5,37,1,1,0
9,11.7,11,11.545454545454543,18,1,12,136.2,171,21,125.0,4,1,5,11,3.51,12,19,19,0,0
0,0.0,1,10.0,5,1,6,124.2,9147,23,127.0,10,43,9,5,-4.06,5,1,5,0,0
1,10.0,1,10.0,16,1,16,130.0,9500,33,100.0,4,39,4,8,-1.7,8,37,38,1,0
6,12.857142857142858,6,14.5,9,1,8,121.9,9130,18,132.0,9,1,4,6,0.79,6,3,1,0,0
7,12.685714285714283,7,12.685714285714283,8,1,8,116.8,9500,20,130.0,10,1,4,8,-1.7,8,19,19,0,0
7,13.857142857142858,9,14.333333333333334,7,1,9,162.5,8014,54,133.1,7,39,9,7,3.51,9,37,37,0,0
1,10.0,2,14.5,6,1,7,124.1,9853,18,123.0,3,17,2,6,-4.06,6,3,1,0,1
6,13.285714285714286,6,11.375,9,1,9,116.4,9238,21,115.0,8,17,7,6,-0.92,6,19,38,0,0
0,0.0,0,0.0,0,0,0,101.0,9147,23,133.1,7,18,4,5,3.51,5,1,38,0,1
6,12.5,6,13.142857142857142,7,1,8,114.5,9254,20,125.0,193,1,191,6,3.51,6,1,1,0,0
5,13.0,6,12.333333333333334,11,1,9,127.1,9773,23,132.0,0,43,0,6,0.32,6,19,19,0,0
6,15.9,6,15.714285714285714,10,1,7,134.4,9003,24,120.0,10,43,4,6,-4.06,6,1,1,0,1
6,13.333333333333334,6,15.0,6,1,6,135.8,9773,19,133.0,3,1,3,6,2.02,6,1,3,0,0
7,14.114285714285714,6,13.296666666666669,9,1,8,123.9,9500,19,126.0,7,1,3,8,2.02,7,19,19,0,0
7,13.542857142857144,6,11.814285714285717,8,1,9,118.6,9500,19,128.0,5,1,5,8,0.79,7,38,38,1,0
8,12.75,5,12.6,10,1,9,123.9,9070,20,123.9,7,44,9,9,-0.92,7,37,1,0,1
4,10.5,5,11.8,8,1,8,131.3,9853,21,132.0,0,17,0,6,0.32,6,34,34,0,1
7,11.25,5,11.2,14,1,9,112.0,9147,22,129.0,5,43,9,9,-1.7,9,19,1,0,1
0,0.0,0,0.0,0,1,0,126.0,171,18,134.0,5,1,5,0,-3.12,0,19,37,1,0
5,12.4,5,11.4,9,0,8,130.0,9773,55,120.0,9,39,4,6,1.74,6,37,37,0,1
6,14.166666666666666,6,15.5,6,1,6,155.0,9773,18,170.0,7,1,9,6,2.02,6,1,19,1,0
0,0.0,0,0.0,0,1,0,127.8,171,19,139.0,9,1,9,0,1.74,0,37,38,0,1
6,12.6,6,12.6,7,1,7,130.3,9500,18,136.0,8,17,5,7,0.32,7,19,38,1,0
4,11.0,2,11.5,13,1,9,130.7,9085,21,131.0,6,1,9,5,1.74,5,37,37,0,0
5,11.4,6,12.666666666666666,8,1,6,123.7,9070,19,117.0,5,1,3,6,1.79,6,4,19,0,0
4,10.75,4,12.0,8,1,11,115.1,9853,18,120.0,7,1,5,6,-4.06,6,19,37,1,0
3,10.0,4,12.0,14,0,10,111.5,9853,20,133.1,0,17,7,6,0.32,6,38,12,1,1
7,14.1,7,14.1,8,1,8,136.3,9500,19,141.0,4,1,4,8,1.74,8,2,1,0,0
6,14.0,6,13.142857142857142,6,1,7,137.5,9238,23,140.0,6,44,4,6,1.79,6,1,1,1,0
5,10.8,9,11.444444444444445,11,1,10,135.0,8014,27,133.1,3,43,2,11,1.74,10,3,3,0,1
3,13.0,3,10.333333333333334,8,1,9,128.8,9085,19,141.0,5,5,7,5,0.32,5,1,19,0,0
5,11.0,4,13.25,6,0,9,95.0,9670,21,95.0,8,1,5,6,-1.7,6,37,37,0,1
0,0.0,1,10.0,10,1,12,107.0,8014,38,100.0,90,17,90,5,1.74,5,19,19,0,1
0,0.0,0,0.0,0,1,0,106.0,171,36,110.0,7,39,7,0,0.32,0,37,37,0,0
6,13.166666666666666,6,11.833333333333334,6,1,6,131.2,9070,18,127.0,5,17,9,6,0.32,6,37,38,0,0
4,12.5,4,10.0,8,1,8,150.0,9991,47,133.1,10,39,9,5,-3.12,5,37,19,0,0
7,14.014285714285714,7,14.014285714285714,8,1,8,122.0,9500,20,131.0,4,1,4,8,-1.7,8,19,19,0,0
3,10.333333333333334,2,11.0,14,1,14,128.5,9254,18,133.0,8,17,5,6,0.32,6,37,37,1,1
11,10.727272727272728,11,11.909090909090908,14,1,21,125.8,9003,21,130.0,144,53,144,11,3.51,13,1,1,0,0
11,12.545454545454543,12,13.333333333333334,12,1,12,124.0,9070,21,130.0,9,43,5,12,-4.06,12,19,37,1,0
0,0.0,0,0.0,8,0,8,123.3,9500,18,136.0,5,1,4,8,-3.12,8,1,1,0,1
0,0.0,1,11.0,5,1,6,150.0,9130,34,150.0,90,39,90,5,-1.7,5,3,1,0,1
5,12.0,5,10.8,7,1,6,150.0,9991,35,140.0,9,39,9,5,-3.12,5,37,12,0,1
7,14.935714285714283,7,14.935714285714283,8,1,8,128.0,9500,19,132.0,7,1,9,8,1.74,8,19,19,1,0
6,11.857142857142858,6,12.571428571428571,8,1,7,131.5,9773,18,136.0,8,17,9,6,0.79,6,1,38,0,0
2,10.5,2,11.666666666666666,20,1,12,112.9,9670,24,133.1,4,39,4,6,-0.92,6,1,1,0,1
6,14.428571428571429,6,12.125,7,1,8,108.0,9238,20,133.1,5,1,5,6,-0.92,6,38,37,1,0
11,14.333333333333334,12,13.25,14,1,12,140.1,171,20,145.0,3,1,3,11,3.51,12,1,1,0,0
6,13.483333333333334,6,13.483333333333334,7,1,7,121.5,9500,23,127.0,9,1,3,7,0.32,7,2,19,0,0
1,12.0,0,0.0,5,1,9,124.8,9147,22,130.0,9,1,9,5,0.32,5,38,37,0,1
5,13.6,5,14.0,6,1,5,138.5,9147,18,150.0,6,1,9,5,1.79,5,37,37,1,0
0,0.0,0,0.0,7,1,7,130.0,9500,36,130.0,5,7,9,7,-0.92,7,37,37,0,1
0,0.0,0,0.0,6,1,6,127.9,9070,20,117.0,7,18,4,6,-3.12,6,1,37,0,1
2,10.5,3,12.0,10,1,7,133.1,9119,19,132.0,3,1,3,6,2.02,5,1,12,0,1
4,12.25,5,12.2,10,1,7,116.9,9254,18,127.0,7,17,5,6,1.79,6,12,38,0,1
6,14.166666666666666,6,14.833333333333334,6,1,6,120.5,8014,44,146.0,8,39,9,6,1.74,6,37,37,0,0
4,13.0,5,13.4,10,1,8,134.7,9670,20,155.0,8,17,4,6,-1.7,6,1,19,0,0
9,13.0,9,12.22222222222222,12,0,12,120.0,9991,38,120.0,9,43,9,12,-3.12,12,37,37,0,1
8,13.755555555555556,6,12.385714285714286,9,1,9,132.8,9500,18,138.0,8,17,5,8,0.79,7,1,38,0,0
6,12.0,6,14.333333333333334,9,1,14,119.5,9085,18,130.0,2,16,9,6,-4.06,6,37,37,1,0
6,14.166666666666666,6,14.0,6,1,6,126.9,9773,18,130.0,9,1,9,6,-3.12,6,19,19,1,0
6,14.833333333333334,6,15.166666666666666,6,1,6,127.7,9773,18,141.0,5,17,5,6,-3.12,6,37,37,0,0
5,11.0,5,12.333333333333334,8,1,8,106.1,9853,19,112.0,9,17,3,6,-4.06,6,2,19,0,0
5,13.428571428571429,4,12.0,10,1,9,120.2,9085,20,130.0,7,43,7,5,1.74,5,19,38,0,0
3,11.666666666666666,2,11.0,9,0,12,130.0,9130,31,150.0,4,39,4,5,-3.12,4,19,19,0,1
4,12.6,10,12.5,9,1,16,120.6,9238,24,133.1,5,43,4,7,-0.92,10,19,19,0,0
2,11.0,5,10.6,9,0,6,120.0,9991,38,140.0,9,39,9,5,-1.7,5,37,37,0,1
0,0.0,0,0.0,5,0,5,113.1,9254,22,119.0,9,18,9,5,-4.06,5,37,37,0,1
1,17.0,3,17.333333333333332,11,1,10,146.5,9119,39,140.0,7,43,5,5,0.79,5,37,38,0,1
4,12.2,5,12.8,10,1,7,139.4,9773,18,138.0,9,1,9,6,1.74,6,19,19,0,0
5,12.0,3,14.0,8,1,12,160.0,9085,27,160.0,192,44,192,5,-3.12,5,37,37,0,0
3,10.333333333333334,4,11.5,9,1,8,123.0,9991,27,150.0,8,39,4,5,-1.7,5,1,19,0,1
5,13.8,5,13.0,6,1,9,108.0,9670,20,115.0,4,1,5,6,1.79,6,1,1,1,0
4,11.0,4,11.4,7,1,8,98.0,9147,23,133.1,7,1,7,5,2.02,5,37,38,0,0
8,13.75,7,11.975,8,1,8,130.8,9500,24,150.0,4,17,8,8,0.79,7,37,19,0,0
5,14.8,5,14.833333333333334,5,1,6,170.0,9147,45,100.0,5,39,9,5,-4.06,5,37,37,0,0
6,14.0,6,12.0,6,1,11,95.5,8014,29,133.1,8,39,4,6,2.02,6,38,37,0,0
6,14.857142857142858,6,15.166666666666666,7,1,6,160.1,9773,18,159.0,6,1,0,6,0.32,6,34,26,0,0
8,12.91111111111111,7,12.1375,9,1,9,117.9,9500,19,128.0,3,1,4,8,1.79,7,1,37,1,0
0,0.0,0,0.0,0,1,12,120.5,9773,19,117.0,4,17,0,6,-3.12,6,37,37,0,1
8,15.075,7,13.44285714285714,8,1,7,143.3,9500,18,148.0,7,17,9,8,0.79,7,1,37,1,0
7,12.042857142857144,7,11.95,15,1,14,130.0,9556,25,160.0,2,39,9,8,-1.7,7,19,3,0,0
3,11.666666666666666,4,13.5,12,0,13,120.0,9085,31,133.1,4,39,4,5,-3.12,5,1,1,0,1
4,11.5,10,11.4,9,1,12,128.2,9670,32,100.0,0,43,0,9,0.32,10,34,34,0,0
9,13.0,11,13.272727272727272,13,1,21,134.0,9238,21,133.1,9,42,4,11,0.32,13,1,19,0,0
5,10.2,4,11.25,10,1,11,112.1,9853,23,118.0,9,17,9,6,0.32,6,37,37,0,1
5,10.2,5,10.6,6,1,7,150.0,9991,28,172.0,8,39,9,5,-3.12,5,19,37,1,0
6,15.285714285714286,6,15.666666666666666,8,1,7,153.6,9085,18,158.0,9,1,9,6,3.51,6,1,19,1,0
4,11.0,0,0.0,9,1,14,121.7,9238,18,135.0,7,1,4,6,0.32,6,38,38,1,0
4,12.0,6,12.166666666666666,9,1,7,131.8,9070,22,137.0,5,17,1,6,-3.12,6,1,1,1,0
0,0.0,0,0.0,0,1,0,114.2,171,19,110.0,7,44,1,0,1.79,0,1,1,0,1
8,14.0625,7,12.214285714285714,8,1,8,130.5,9556,18,142.0,5,1,4,8,-0.92,7,1,19,1,0
6,10.5,6,11.333333333333334,7,1,7,152.4,8014,40,151.0,9,1,9,6,1.74,6,37,37,0,0
5,14.0,5,13.4,5,1,5,116.7,9670,19,123.0,1,17,3,5,-3.12,5,3,1,0,0
7,12.242857142857144,7,12.495714285714286,9,1,7,126.1,9500,19,131.0,4,1,4,8,2.02,7,1,37,1,1
0,0.0,0,0.0,0,0,0,120.0,8014,35,120.0,9,7,9,6,1.74,6,38,1,0,1
8,13.98375,7,14.13125,8,1,8,122.1,9500,18,131.0,5,1,7,8,-4.06,7,19,19,0,0
1,13.0,2,11.5,13,0,12,120.4,9238,21,133.0,5,1,5,6,-3.12,6,34,37,0,1
6,14.125,6,14.142857142857142,10,1,12,180.0,9119,20,180.0,8,44,9,6,1.79,7,1,1,1,0
0,0.0,0,0.0,0,1,0,150.0,171,25,150.0,2,44,2,0,-4.06,0,4,4,0,0
6,16.0,6,15.166666666666666,6,1,6,140.0,9670,22,133.1,114,17,141,6,0.79,6,1,19,0,0
0,0.0,0,0.0,0,1,0,142.7,171,18,143.0,9,1,9,0,-0.92,0,3,37,0,1
7,15.0,7,15.0,8,1,8,122.0,9500,19,131.0,9,1,9,8,-1.7,8,1,1,0,0
0,0.0,0,0.0,0,1,0,127.5,9500,18,140.0,5,1,4,8,-1.7,7,1,19,0,1
6,13.8,6,13.8,7,1,7,127.3,9500,19,141.0,4,17,9,7,0.32,7,37,1,1,0
6,12.833333333333334,6,12.5,6,1,6,131.5,9070,20,150.0,8,1,4,6,0.32,6,1,1,0,0
3,12.5,3,12.333333333333334,14,1,9,107.5,9119,22,111.0,5,1,9,6,2.02,5,37,37,1,1
5,13.8,6,16.5,6,0,8,133.4,9773,29,140.0,6,1,4,6,2.02,6,3,2,0,0
6,12.166666666666666,6,13.5,6,1,6,133.7,9238,18,133.0,5,16,4,6,1.74,6,19,38,0,0
4,12.4,5,12.6,6,1,5,129.7,9147,19,131.0,9,43,9,5,-0.92,5,19,38,0,0
3,10.666666666666666,2,10.5,5,0,10,120.0,9991,40,110.0,4,39,1,5,-3.12,5,37,37,0,1
6,13.166666666666666,6,12.666666666666666,7,1,7,140.0,9991,26,140.0,8,44,9,6,-3.12,6,37,19,1,0
5,11.4,5,11.6,11,1,7,128.9,9147,18,131.0,5,17,5,5,-0.92,5,37,38,1,0
6,14.775,6,13.548333333333334,11,1,8,125.7,9500,20,136.0,9,17,2,8,2.02,7,3,38,0,0
11,13.0,13,13.071428571428571,16,1,21,140.0,9238,36,140.0,9,7,9,11,-0.92,14,37,37,0,0
6,11.685714285714283,6,12.6,9,1,8,121.7,9500,27,133.1,7,39,3,7,1.79,7,1,38,1,0
4,11.5,4,11.0,7,1,10,112.0,9147,20,120.0,2,17,2,5,-4.06,5,3,3,0,0
0,0.0,0,0.0,4,0,5,131.0,9773,42,133.1,4,39,9,4,0.79,4,19,19,0,1
0,0.0,4,11.75,12,1,8,102.5,9773,26,140.0,0,39,0,6,0.32,6,34,37,0,1
6,12.833333333333334,5,13.8,6,1,7,119.4,9070,21,126.0,5,1,7,6,-0.92,6,19,37,1,0
8,12.875,12,13.333333333333334,8,0,22,140.0,8014,59,130.0,90,7,90,8,1.74,15,35,35,0,1
1,11.0,1,10.0,11,1,12,110.3,9119,24,139.0,7,39,9,5,3.51,5,19,19,0,0
6,15.166666666666666,6,15.285714285714286,6,1,7,170.0,9003,21,170.0,7,44,9,6,1.79,6,19,19,0,0
0,0.0,0,0.0,0,1,0,118.4,171,18,124.0,2,1,3,0,0.32,0,2,2,0,0
2,14.0,2,10.0,11,1,7,107.7,9147,19,114.0,7,17,9,5,1.74,5,19,19,0,1
4,12.0,5,11.8,9,1,7,134.2,9070,20,152.0,3,17,3,6,-4.06,6,39,39,0,0
9,12.22222222222222,12,11.75,16,0,17,120.0,9147,57,120.0,9,2,9,14,-3.12,15,37,37,0,1
4,12.8,3,10.333333333333334,10,1,11,146.2,9991,30,150.0,9,39,9,5,1.79,5,37,38,0,0
7,14.142857142857142,11,14.727272727272728,10,1,17,155.7,9085,27,160.0,6,53,4,9,3.51,12,1,19,0,0
4,13.0,6,12.333333333333334,9,1,10,112.4,9254,20,111.0,3,1,3,6,1.79,6,1,1,0,0
0,0.0,0,0.0,0,1,0,111.1,171,21,116.0,1,1,5,0,0.79,0,38,1,0,1
6,13.0,8,13.125,13,0,9,130.0,9085,24,130.0,9,53,9,9,3.51,9,19,1,0,0
8,17.5875,7,17.125,8,1,8,174.7,9500,18,178.0,8,18,4,8,0.79,7,19,1,0,0
5,12.75,5,12.285714285714286,9,1,7,130.2,9991,24,150.0,7,39,9,5,-0.92,5,1,37,1,0
5,11.8,5,14.2,7,1,6,122.3,9085,18,123.0,90,1,4,5,0.32,5,30,19,0,0
4,10.4,5,10.6,11,1,11,129.8,9238,20,148.0,9,17,4,6,-4.06,6,1,1,0,0
5,14.333333333333334,4,12.75,7,1,7,144.8,9991,28,120.0,5,39,9,5,1.74,5,38,38,0,0
0,0.0,0,0.0,0,0,5,119.5,9670,19,130.0,0,1,0,6,-3.12,5,1,1,0,1
5,13.8,6,12.166666666666666,7,1,6,131.7,9070,20,131.0,3,1,3,6,-1.7,6,37,37,0,0
4,15.0,5,12.0,8,1,8,113.9,9085,20,124.0,7,17,7,5,-1.7,5,19,38,1,0
0,0.0,0,0.0,7,1,16,134.6,9085,22,137.0,7,17,4,6,-0.92,6,1,1,0,1
3,10.857142857142858,3,10.333333333333334,11,1,8,115.5,9147,18,120.0,7,17,4,5,1.74,5,19,19,0,1
6,15.333333333333334,6,14.333333333333334,6,1,6,125.1,9773,18,123.0,7,1,4,6,2.02,6,1,1,1,0
5,11.6,5,12.8,10,1,8,143.6,9670,20,132.0,112,1,123,6,0.79,6,4,2,0,0
0,0.0,4,12.75,5,1,7,152.8,9147,18,150.0,4,1,0,5,0.32,5,34,19,1,1
0,0.0,0,0.0,0,1,0,140.0,8014,30,140.0,4,7,4,6,1.74,6,1,1,0,1
0,0.0,0,0.0,0,0,0,132.5,9500,19,141.0,7,1,7,8,-1.7,7,38,19,0,1
0,0.0,0,0.0,9,0,6,103.0,9670,34,133.1,90,39,90,6,1.74,6,19,1,0,1
6,12.166666666666666,8,11.75,19,0,17,120.0,9119,30,130.0,9,43,9,12,0.32,12,37,38,0,1
0,0.0,0,0.0,5,0,6,130.0,9119,33,130.0,9,7,9,5,-1.7,5,37,37,0,1
8,13.05,7,13.507142857142856,12,1,9,120.8,9500,19,128.0,5,17,4,8,-0.92,7,1,1,1,0
8,13.27625,8,13.27625,8,1,8,135.3,9500,18,143.0,4,1,4,8,-3.12,8,19,19,0,0
3,12.0,6,12.333333333333334,10,1,7,118.3,9670,18,127.0,7,1,5,6,0.79,6,19,1,0,0
7,11.571428571428571,9,11.0,12,1,15,134.7,8014,23,148.0,9,43,9,11,-4.06,13,37,37,0,0
3,13.0,3,12.333333333333334,8,1,12,116.7,9085,20,120.0,4,1,3,5,-3.12,5,1,19,0,0
5,11.166666666666666,5,10.6,9,1,11,105.9,9238,20,108.0,8,1,5,6,2.02,6,1,38,1,0
0,0.0,4,13.25,6,1,6,117.5,8014,34,155.0,5,39,4,6,-1.7,6,19,37,0,0
0,0.0,0,0.0,0,1,0,130.5,9254,38,133.1,6,39,4,6,-4.06,6,19,19,0,1
3,12.666666666666666,4,12.75,12,1,6,131.7,9070,20,125.0,7,43,8,9,1.79,6,38,37,0,1
5,12.4,5,11.0,7,1,7,116.9,9254,21,127.0,4,17,4,6,-4.06,6,3,19,0,0
5,15.333333333333334,5,12.8,6,1,5,134.7,9991,33,170.0,8,39,4,5,1.74,5,38,19,0,0
0,0.0,2,10.0,12,1,15,122.0,9254,18,129.0,9,17,9,6,1.74,6,12,37,0,1
0,0.0,0,0.0,0,1,0,101.5,9556,24,133.1,7,39,7,7,1.74,7,38,37,0,1
4,10.5,4,11.25,11,1,13,130.0,9085,28,130.0,7,39,9,5,-1.7,5,37,19,0,0
0,0.0,0,0.0,6,0,0,120.0,9130,22,120.0,2,43,3,4,1.74,6,2,3,0,1
5,12.6,5,13.8,5,1,7,142.2,9085,18,138.0,9,17,4,5,1.74,5,1,19,0,0
5,11.2,5,11.2,8,1,8,125.7,9500,19,140.0,7,43,9,7,0.32,7,19,38,1,0
0,0.0,0,0.0,0,0,0,128.0,9500,32,133.1,9,39,9,8,-0.92,7,38,19,0,1
0,0.0,0,0.0,0,0,0,140.0,9500,39,140.0,1,7,4,8,1.79,7,19,1,0,1
7,13.154285714285717,7,13.154285714285717,8,1,8,125.5,9500,18,132.0,7,17,2,8,1.74,8,3,1,0,0
6,14.833333333333334,6,15.666666666666666,6,1,7,144.5,9085,18,151.0,2,1,2,6,3.51,6,40,4,0,0
4,12.0,4,12.0,9,0,12,121.0,8014,44,133.1,8,39,9,7,3.51,8,37,37,0,1
5,11.6,5,11.4,7,1,5,110.0,9670,36,100.0,9,39,9,5,-3.12,5,37,37,1,0
4,13.25,0,0.0,9,1,5,126.1,9147,18,131.0,9,43,2,5,-0.92,5,3,19,0,0
